category,product_code,part_name,material,processes,process_count
冷箱阀DL系列,T302DL100F,保温筒,06Cr19Ni10,下料 → 卷筒 → 焊接 → 校圆 → 焊接 → 钳 → 清洗,7
冷箱阀DL系列,T303DL100F,保温筒,06Cr19Ni10,下料 → 卷筒 → 焊接 → 校圆 → 焊接 → 钳 → 清洗,7
冷箱阀DL系列,T304DL100F,保温筒,06Cr19Ni10,下料 → 卷筒 → 焊接 → 校圆 → 焊接 → 钳 → 清洗,7
冷箱阀DL系列,T151DL125F,保温筒,06Cr19Ni10,下料 → 卷筒 → 焊接 → 校圆 → 焊接 → 钳 → 清洗,7
冷箱阀DL系列,T152DL125F,保温筒,06Cr19Ni10,下料 → 卷筒 → 焊接 → 校圆 → 焊接 → 钳 → 清洗,7
冷箱阀DL系列,T153DL125F,保温筒,06Cr19Ni10,下料 → 卷筒 → 焊接 → 校圆 → 焊接 → 钳 → 清洗,7
冷箱阀DL系列,T154DL125F,保温筒,06Cr19Ni10,下料 → 卷筒 → 焊接 → 校圆 → 焊接 → 钳 → 清洗,7
冷箱阀DL系列,T150DL200F,保温筒,06Cr19Ni10,下料 → 卷筒 → 焊接 → 校圆 → 焊接 → 钳 → 清洗,7
冷箱阀DL系列,T151DL200F,保温筒,06Cr19Ni10,下料 → 卷筒 → 焊接 → 校圆 → 焊接 → 钳 → 清洗,7
冷箱阀DL系列,T152DL200F,保温筒,06Cr19Ni10,下料 → 卷筒 → 焊接 → 校圆 → 焊接 → 钳 → 清洗,7
冷箱阀DL系列,T153DL200F,保温筒,06Cr19Ni10,下料 → 卷筒 → 焊接 → 校圆 → 焊接 → 钳 → 清洗,7
冷箱阀DL系列,T154DL200F,保温筒,06Cr19Ni10,下料 → 卷筒 → 焊接 → 校圆 → 焊接 → 钳 → 清洗,7
冷箱阀DL系列,T300DL65F,保温筒,06Cr19Ni10,下料 → 卷筒 → 焊接 → 校圆 → 焊接 → 钳 → 清洗,7
冷箱阀DL系列,T301DL65F,保温筒,06Cr19Ni10,下料 → 卷筒 → 焊接 → 校圆 → 焊接 → 钳 → 清洗,7
冷箱阀DL系列,T302DL65F,保温筒,06Cr19Ni10,下料 → 卷筒 → 焊接 → 校圆 → 焊接 → 钳 → 清洗,7
冷箱阀DL系列,T303DL65F,保温筒,06Cr19Ni10,下料 → 卷筒 → 焊接 → 校圆 → 焊接 → 钳 → 清洗,7
冷箱阀DL系列,T304DL65F,保温筒,06Cr19Ni10,下料 → 卷筒 → 焊接 → 校圆 → 焊接 → 钳 → 清洗,7
冷箱阀DL系列,T151DL300F,保温筒,06Cr19Ni10,下料 → 卷筒 → 焊接 → 校圆 → 焊接 → 钳 → 清洗,7
冷箱阀DL系列,T152DL300F,保温筒,06Cr19Ni10,下料 → 卷筒 → 焊接 → 校圆 → 焊接 → 钳 → 清洗,7
冷箱阀DL系列,T153DL300F,保温筒,06Cr19Ni10,下料 → 卷筒 → 焊接 → 校圆 → 焊接 → 钳 → 清洗,7
冷箱阀DL系列,T154DL300F,保温筒,06Cr19Ni10,下料 → 卷筒 → 焊接 → 校圆 → 焊接 → 钳 → 清洗,7
冷箱阀DL系列,T311DA25F-A～Ｄ,保温筒,06Cr19Ni10,下料 → 卷筒 → 焊接 → 校圆 → 焊接 → 钳 → 清洗,7
冷箱阀DL系列,T311DA40F-A～Ｄ,保温筒,06Cr19Ni10,下料 → 卷筒 → 焊接 → 校圆 → 焊接 → 钳 → 清洗,7
冷箱阀DL系列,T311DA50F-A～Ｄ,保温筒,06Cr19Ni10,下料 → 卷筒 → 焊接 → 校圆 → 焊接 → 钳 → 清洗,7
冷箱阀DL系列,T311DA65F-A～Ｄ,保温筒,06Cr19Ni10,下料 → 卷筒 → 焊接 → 校圆 → 焊接 → 钳 → 清洗,7
冷箱阀DL系列,T312DA80F-A～Ｄ,保温筒,06Cr19Ni10,下料 → 卷筒 → 焊接 → 校圆 → 焊接 → 钳 → 清洗,7
冷箱阀DL系列,T151DL125,阀体,5083,清洗 → 焊接 → 车 → 钳 → 清洗 → 装配,6
冷箱阀DL系列,T251DL125.01/1,下接管,5083 板料,焊接 → 校圆 → 探伤 → 车,4
冷箱阀DL系列,T251DL125.01/3,上法兰,5083 锻件,车,1
冷箱阀DL系列,T251DL125.01/5A,阀体座,5083 锻件,车,1
冷箱阀DL系列,T251DL125.01/4,侧接管,5083板料,焊接 → 校圆 → 探伤 → 车 → 线切割 → 钳,6
冷箱阀DL系列,T251DL125.01/2A,阀体筒,5083 板料,焊接 → 校圆 → 探伤 → 车 → 镗,5
冷箱阀DL系列,T151DL200,下接管(Ф219*10),5083 板料,焊接 → 校圆 → 探伤 → 车,4
冷箱阀DL系列,T251DL200.01/4,上法兰,5083 锻件,车,1
冷箱阀DL系列,T151DL200,侧接管（Ф219*10）,5083 板料,焊接 → 校圆 → 探伤 → 车 → 线切割 → 钳,6
冷箱阀DL系列,T251L200.01/3,阀体筒,5083 板料,焊接 → 校圆 → 探伤 → 车 → 钳,5
冷箱阀DL系列,T151DL200.01/1,下接管,5083 板料,焊接 → 校圆 → 探伤 → 车,4
冷箱阀DL系列,T251DL200.01/2A,阀体座,5083 锻件,车,1
冷箱阀DL系列,T151DL200.01/5,侧接管,5083 板料,焊接 → 校圆 → 探伤 → 车 → 线切割 → 钳,6
冷箱阀DL系列,T151DL200,阀体,5083,清洗 → 焊接 → 车 → 钳 → 钳 → 清洗 → 装配,7
冷箱阀DL系列,T151DL200,阀体（Ф219*10）,5083 复合件,清洗 → 焊接 → 车 → 清洗 → 装配,5
冷箱阀DL系列,T301DL100,接管,5083 锻件,下料 → 车 → 铣/线切割 → 钳,4
冷箱阀DL系列,T301DL100,阀体座,5083 锻件,车,1
冷箱阀DL系列,T301DL100.01/2,法兰,5083 锻件,车,1
冷箱阀DL系列,T301DL100.01/1,阀体筒,5083 板件,焊接 → 校圆 → 探伤 → 车 → 镗,5
冷箱阀DL系列,T301DL100,阀体,5083,清洗/外 → 焊接 → 车 → 钳 → 清洗 → 装配,6
冷箱阀DL系列,T300DL50F,保温筒,06Cr19Ni10,下料 → 卷筒 → 焊接 → 校圆 → 焊接 → 钳 → 清洗,7
冷箱阀DL系列,T301DL50F,保温筒,06Cr19Ni10,下料 → 卷筒 → 焊接 → 校圆 → 焊接 → 钳 → 清洗,7
冷箱阀DL系列,T302DL50F,保温筒,06Cr19Ni10,下料 → 卷筒 → 焊接 → 校圆 → 焊接 → 钳 → 清洗,7
冷箱阀DL系列,T303DL50F,保温筒,06Cr19Ni10,下料 → 卷筒 → 焊接 → 校圆 → 焊接 → 钳 → 清洗,7
冷箱阀DL系列,T304DL50F,保温筒,06Cr19Ni10,下料 → 卷筒 → 焊接 → 校圆 → 焊接 → 钳 → 清洗,7
冷箱阀DL系列,T351DL125,阀体,5083,清洗 → 焊接 → 车 → 钳 → 清洗 → 装配,6
冷箱阀DL系列,T411DL25,阀体,CF8(精）,车/镗 → 镗 → 清洗,3
冷箱阀DL系列,T411DL25.01/2,阀体腔,06Cr19Ni10,下料 → 车 → 钳 → 清洗,4
冷箱阀DL系列,T411DL25.01/1,上法兰,06Cr19Ni10,下料 → 车 → 清洗,3
冷箱阀DL系列,T411DL25.01/3,接管,06Cr19Ni10,下料 → 车 → 线切割 → 清洗,4
冷箱阀DL系列,T411DL25,阀体,06Cr19Ni10,焊接 → 车 → 钳 → 清洗,4
冷箱阀DL系列,T221DL125,加厚配对铝法兰,5083 锻件,下料 → 车 → 钳 → 清洗,4
冷箱阀DL系列,T321DL50,加厚配对铝法兰,5083 锻件,下料 → 车 → 钳 → 清洗,4
冷箱阀DL系列,T321DL65,加厚配对铝法兰,5083 锻件,下料 → 车 → 钳 → 清洗,4
冷箱阀DL系列,T221DL100,加厚配对铝法兰,5083 锻件,下料 → 车 → 钳 → 清洗,4
冷箱阀DL系列,T361DL200.01/1,下接管,06Cr19Ni10,下料 → 车 → 清洗,3
冷箱阀DL系列,T361DL200.01/2,阀座,06Cr19Ni10,下料 → 车 → 清洗,3
冷箱阀DL系列,T311DL200.01/3,阀体筒,06Cr19Ni10,下料 → 车 → 镗 → 清洗,4
冷箱阀DL系列,T361DL200.01/4,上法兰,06Cr19Ni10,下料 → 车 → 清洗,3
冷箱阀DL系列,T361DL200.01/5,侧接管,06Cr19Ni10,下料 → 车 → 线切割 → 钳 → 清洗,5
冷箱阀DL系列,T361DL200,阀体（Ф219*8）,06Cr19Ni10,焊接 → 车 → 钳 → 钳 → 清洗,5
冷箱阀DL系列,T411DL25,阀杆,06Cr19Ni10,下料 → 车 → 磨 → 磨 → 车 → 铣 → 钳,7
冷箱阀DL系列,T412DL25,阀杆,06Cr19Ni10,下料 → 车 → 磨 → 磨 → 车 → 铣 → 钳,7
冷箱阀DL系列,T413DL25,阀杆,06Cr19Ni10,下料 → 车 → 磨 → 磨 → 车 → 铣 → 钳,7
冷箱阀DL系列,T414DL25,阀杆,06Cr19Ni10,下料 → 车 → 磨 → 磨 → 车 → 铣 → 钳,7
冷箱阀DL系列,T351DL150,阀体,5083,清洗 → 焊接 → 车 → 清洗,4
冷箱阀DL系列,T351DL150.01/1,下接管,5083 锻件,焊接 → 校圆 → 探伤 → 车,4
冷箱阀DL系列,T351DL150.01/4,上法兰,5083 锻件,车,1
冷箱阀DL系列,T351DL150,阀体座,5083,焊接 → 校圆 → 探伤 → 车,4
冷箱阀DL系列,T351DL150.01/5,侧接管,5083 板料,焊接 → 校圆 → 探伤 → 车 → 线切割 → 钳,6
冷箱阀DL系列,T351DL150.01/3,阀体筒,5083 板料,焊接 → 校圆 → 探伤 → 车 → 镗,5
冷箱阀DL系列,T151DL150,阀体,5083,清洗 → 焊接 → 车 → 钳 → 钳 → 清洗,6
冷箱阀DL系列,T161DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T162DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T163DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T164DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T165DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T166DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T167DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T168DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T169DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T170DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T171DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T172DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T173DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T174DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T175DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T176DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T177DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T178DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T179DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T180DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T181DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T182DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T183DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T184DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T185DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T186DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T187DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T188DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T189DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T190DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T191DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T192DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T193DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T194DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T195DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T196DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T197DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T198DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T199DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T200DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T201DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T202DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T203DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T204DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T205DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T206DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T207DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T208DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T209DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T210DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T211DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T212DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T213DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T214DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T215DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T216DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T217DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T218DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T219DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T220DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T221DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T222DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T223DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T224DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T225DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T226DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T227DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T228DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T229DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T230DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T231DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T232DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T233DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T234DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T235DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T236DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T237DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T238DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T239DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T240DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T241DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T242DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T243DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T244DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T245DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T246DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T247DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T248DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T249DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T250DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T251DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T252DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T253DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T254DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T255DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T256DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T257DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T258DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T259DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T260DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T261DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T262DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T263DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T264DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T265DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T266DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T267DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T268DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T269DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T270DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T271DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T272DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T273DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T274DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T275DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T276DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T277DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T278DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T279DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T280DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T281DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T282DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T283DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T284DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T285DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T286DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T287DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T288DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T289DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T290DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T291DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
冷箱阀DL系列,T292DL80,阀体,CF8(精）,车 → 车/镗 → 车 → 钳 → 钳 → 钳,6
